order_id,customer_id,order_date,gross_revenue,cogs,shipping_cost,acquisition_channel,status
ORD_11357,CUST_2090,2025-04-29 02:30:00,42.92,13.73,7.81,Meta Ads,Completed
ORD_11358,CUST_1209,2025-06-15 13:22:00,120.57,38.58,7.25,Meta Ads,Completed
ORD_11359,CUST_1487,2025-06-28 02:32:00,119.67,38.29,5.11,TikTok Ads,Completed
ORD_11360,CUST_1899,2025-02-10 02:06:00,46.79,14.97,5.06,TikTok Ads,Completed
ORD_11361,CUST_1470,2025-05-23 13:39:00,47.47,15.19,4.86,Email Retention,Completed
ORD_11362,CUST_1077,2025-03-03 13:25:00,53.14,17.0,8.22,Meta Ads,Completed
ORD_11363,CUST_1843,2025-06-14 01:38:00,107.32,34.34,8.06,Google Ads,Completed
ORD_11364,CUST_1844,2025-01-27 00:28:00,97.95,31.34,4.79,Meta Ads,Refunded
ORD_11365,CUST_2019,2025-03-29 04:13:00,131.66,42.13,7.3,Google Ads,Completed
ORD_11366,CUST_2341,2025-05-22 05:34:00,138.18,44.22,4.92,Meta Ads,Completed
ORD_11367,CUST_1802,2025-04-19 14:15:00,37.42,11.97,9.02,Email Retention,Completed
ORD_11368,CUST_2485,2025-03-01 17:57:00,105.63,33.8,9.04,Meta Ads,Completed
ORD_11369,CUST_1299,2025-06-14 15:04:00,135.74,43.44,7.99,Meta Ads,Completed
ORD_11370,CUST_1896,2025-03-12 11:17:00,71.67,22.93,9.13,Organic Search,Completed
ORD_11371,CUST_2460,2025-05-26 04:25:00,83.09,26.59,8.56,TikTok Ads,Completed
ORD_11372,CUST_1355,2025-01-16 21:48:00,77.4,24.77,8.64,Meta Ads,Completed
ORD_11373,CUST_1025,2025-04-20 21:17:00,78.99,25.28,7.35,Google Ads,Completed
ORD_11374,CUST_2215,2025-04-09 20:24:00,120.39,38.52,6.03,Meta Ads,Completed
ORD_11375,CUST_1483,2025-02-24 02:04:00,172.05,55.06,5.59,Meta Ads,Completed
ORD_11376,CUST_2020,2025-05-30 05:10:00,149.98,47.99,6.14,Meta Ads,Completed
ORD_11377,CUST_2457,2025-03-01 08:52:00,65.92,21.09,7.64,Email Retention,Refunded
ORD_11378,CUST_2313,2025-02-12 19:20:00,94.67,30.29,5.36,TikTok Ads,Completed
ORD_11379,CUST_2206,2025-06-03 15:00:00,57.06,18.26,5.79,Meta Ads,Completed
ORD_11380,CUST_1731,2025-01-13 01:09:00,59.91,19.17,6.84,TikTok Ads,Completed
ORD_11381,CUST_1427,2025-06-10 00:50:00,81.41,26.05,5.67,TikTok Ads,Completed
ORD_11382,CUST_1952,2025-05-19 01:25:00,59.13,18.92,7.44,Google Ads,Completed
ORD_11383,CUST_1478,2025-05-10 21:35:00,63.4,20.29,9.12,Meta Ads,Completed
ORD_11384,CUST_2053,2025-02-04 19:16:00,93.66,29.97,8.24,Meta Ads,Completed
ORD_11385,CUST_1702,2025-02-19 18:32:00,104.97,33.59,7.83,Google Ads,Completed
ORD_11386,CUST_1272,2025-06-01 13:03:00,103.72,33.19,7.41,Meta Ads,Refunded
ORD_11387,CUST_1977,2025-05-16 23:34:00,104.18,33.34,6.94,Email Retention,Completed
ORD_11388,CUST_1821,2025-04-28 14:45:00,44.48,14.23,5.43,Meta Ads,Completed
ORD_11389,CUST_2128,2025-01-10 03:14:00,57.68,18.46,8.97,Meta Ads,Completed
ORD_11390,CUST_2003,2025-03-09 22:10:00,85.48,27.35,5.74,Meta Ads,Completed
ORD_11391,CUST_1422,2025-04-05 19:45:00,133.01,42.56,4.96,Meta Ads,Completed
ORD_11392,CUST_1891,2025-05-09 21:00:00,213.52,68.33,8.25,Meta Ads,Completed
ORD_11393,CUST_1184,2025-04-09 09:59:00,96.38,30.84,5.38,TikTok Ads,Completed
ORD_11394,CUST_1103,2025-02-17 16:24:00,115.3,36.9,6.36,Google Ads,Completed
ORD_11395,CUST_2488,2025-02-01 12:42:00,41.96,13.43,4.64,Meta Ads,Completed
ORD_11396,CUST_1714,2025-03-22 09:42:00,113.93,36.46,5.19,Organic Search,Completed
ORD_11397,CUST_1536,2025-04-03 08:27:00,187.74,60.08,5.37,TikTok Ads,Completed
ORD_11398,CUST_2413,2025-04-19 11:08:00,57.58,18.43,4.77,Meta Ads,Completed
ORD_11399,CUST_1557,2025-05-29 16:44:00,64.39,20.6,7.78,Meta Ads,Completed
ORD_11400,CUST_2406,2025-03-17 16:57:00,122.05,39.06,8.69,Meta Ads,Completed
ORD_11401,CUST_1535,2025-02-16 01:38:00,84.99,27.2,6.37,Meta Ads,Completed
ORD_11402,CUST_1059,2025-05-24 14:17:00,29.28,9.37,8.87,Meta Ads,Completed
ORD_11403,CUST_2066,2025-02-18 18:09:00,66.25,21.2,5.57,Organic Search,Completed
ORD_11404,CUST_1327,2025-04-05 23:45:00,153.57,49.14,6.13,TikTok Ads,Completed
ORD_11405,CUST_2366,2025-06-09 20:41:00,73.61,23.56,5.25,Meta Ads,Completed
ORD_11406,CUST_1016,2025-03-16 00:00:00,73.58,23.55,7.6,Email Retention,Completed
ORD_11407,CUST_1489,2025-01-29 04:42:00,118.63,37.96,6.6,Meta Ads,Completed
ORD_11408,CUST_1953,2025-02-28 20:06:00,97.93,31.34,7.57,Google Ads,Completed
ORD_11409,CUST_1854,2025-02-10 16:34:00,71.76,22.96,8.31,Google Ads,Completed
ORD_11410,CUST_1491,2025-05-24 13:53:00,62.37,19.96,7.23,TikTok Ads,Completed
ORD_11411,CUST_1464,2025-06-25 01:32:00,258.77,82.81,7.64,Google Ads,Completed
ORD_11412,CUST_1953,2025-04-01 17:48:00,142.29,45.53,9.18,Google Ads,Completed
ORD_11413,CUST_1270,2025-06-02 07:17:00,104.16,33.33,6.0,Meta Ads,Completed
ORD_11414,CUST_1852,2025-04-18 05:13:00,107.13,34.28,6.3,Meta Ads,Completed
ORD_11415,CUST_1340,2025-01-20 20:24:00,79.22,25.35,8.09,Organic Search,Completed
ORD_11416,CUST_1733,2025-04-11 12:48:00,97.41,31.17,7.56,Meta Ads,Completed
ORD_11417,CUST_2459,2025-01-15 09:31:00,75.38,24.12,5.39,Email Retention,Refunded
ORD_11418,CUST_2071,2025-06-02 20:53:00,55.05,17.62,6.38,Email Retention,Completed
ORD_11419,CUST_2264,2025-03-11 00:56:00,99.11,31.72,6.84,Google Ads,Completed
ORD_11420,CUST_2410,2025-03-12 23:55:00,72.39,23.16,6.6,Meta Ads,Completed
ORD_11421,CUST_2139,2025-02-26 06:36:00,101.42,32.45,5.39,TikTok Ads,Completed
ORD_11422,CUST_1159,2025-05-15 13:29:00,109.88,35.16,9.12,Google Ads,Completed
ORD_11423,CUST_2316,2025-06-17 19:33:00,103.8,33.22,8.31,Email Retention,Refunded
ORD_11424,CUST_1798,2025-04-04 11:35:00,52.88,16.92,6.91,Organic Search,Completed
ORD_11425,CUST_1491,2025-04-10 16:22:00,68.79,22.01,7.9,Google Ads,Refunded
ORD_11426,CUST_1306,2025-04-23 15:01:00,73.04,23.37,8.99,Meta Ads,Completed
ORD_11427,CUST_2065,2025-03-21 12:39:00,127.94,40.94,5.18,Google Ads,Completed
ORD_11428,CUST_1539,2025-02-26 12:31:00,125.01,40.0,5.75,TikTok Ads,Completed
ORD_11429,CUST_1212,2025-06-30 06:27:00,59.32,18.98,7.21,Google Ads,Completed
ORD_11430,CUST_1516,2025-03-08 00:11:00,43.95,14.06,8.5,TikTok Ads,Completed
ORD_11431,CUST_1679,2025-04-11 17:39:00,218.11,69.8,4.68,Google Ads,Completed
ORD_11432,CUST_2325,2025-06-08 22:20:00,101.99,32.64,9.42,TikTok Ads,Completed
ORD_11433,CUST_1386,2025-03-30 14:47:00,41.01,13.12,6.77,Google Ads,Completed
ORD_11434,CUST_1519,2025-04-10 11:35:00,63.9,20.45,6.3,Meta Ads,Completed
ORD_11435,CUST_1634,2025-03-16 20:58:00,130.3,41.7,5.96,Google Ads,Completed
ORD_11436,CUST_2228,2025-06-09 16:46:00,194.19,62.14,5.37,Meta Ads,Completed
ORD_11437,CUST_2266,2025-03-19 02:53:00,179.78,57.53,8.46,TikTok Ads,Completed
ORD_11438,CUST_1427,2025-01-27 09:47:00,100.08,32.03,9.28,Meta Ads,Completed
ORD_11439,CUST_2498,2025-02-24 18:15:00,84.13,26.92,6.57,Meta Ads,Completed
ORD_11440,CUST_1803,2025-01-30 09:03:00,50.42,16.13,9.26,Meta Ads,Completed
ORD_11441,CUST_1937,2025-05-06 14:46:00,87.38,27.96,8.62,Google Ads,Refunded
ORD_11442,CUST_2225,2025-03-12 21:46:00,53.77,17.21,6.91,Meta Ads,Completed
ORD_11443,CUST_2461,2025-01-03 12:32:00,69.11,22.12,7.87,TikTok Ads,Completed
ORD_11444,CUST_1682,2025-06-07 11:43:00,122.0,39.04,6.67,Meta Ads,Completed
ORD_11445,CUST_1857,2025-06-01 04:28:00,75.2,24.06,7.29,Meta Ads,Completed
ORD_11446,CUST_2152,2025-03-08 20:33:00,72.88,23.32,4.79,Google Ads,Completed
ORD_11447,CUST_2127,2025-01-08 05:12:00,82.06,26.26,7.98,Email Retention,Completed
ORD_11448,CUST_2038,2025-03-16 13:50:00,232.67,74.45,4.76,Meta Ads,Refunded
ORD_11449,CUST_1798,2025-03-02 23:36:00,47.76,15.28,8.59,TikTok Ads,Completed
ORD_11450,CUST_2126,2025-04-16 19:59:00,95.39,30.52,8.62,TikTok Ads,Completed
ORD_11451,CUST_2444,2025-02-12 12:09:00,172.62,55.24,5.69,Email Retention,Completed
ORD_11452,CUST_2380,2025-05-22 10:18:00,81.95,26.22,6.12,Google Ads,Completed
ORD_11453,CUST_1906,2025-05-04 18:10:00,141.13,45.16,6.91,Meta Ads,Completed
ORD_11454,CUST_1641,2025-04-02 19:02:00,42.44,13.58,7.48,Meta Ads,Completed
ORD_11455,CUST_1769,2025-02-25 03:44:00,76.35,24.43,5.94,Meta Ads,Refunded
ORD_11456,CUST_1911,2025-03-24 21:15:00,56.57,18.1,7.46,Meta Ads,Completed
ORD_11457,CUST_1561,2025-04-23 19:03:00,81.55,26.1,5.99,Google Ads,Completed
ORD_11458,CUST_1527,2025-06-21 12:13:00,82.35,26.35,4.78,Organic Search,Completed
ORD_11459,CUST_1159,2025-02-05 09:47:00,86.28,27.61,4.51,Email Retention,Completed
ORD_11460,CUST_1547,2025-03-21 18:04:00,121.5,38.88,5.01,Google Ads,Completed
ORD_11461,CUST_2375,2025-02-04 21:12:00,23.42,7.49,8.46,Google Ads,Completed
ORD_11462,CUST_2451,2025-03-21 02:44:00,62.55,20.02,9.31,Google Ads,Completed
ORD_11463,CUST_1592,2025-06-22 15:27:00,92.49,29.6,6.63,Google Ads,Completed
ORD_11464,CUST_1927,2025-01-27 14:06:00,30.12,9.64,7.06,Meta Ads,Completed
ORD_11465,CUST_1049,2025-01-06 02:12:00,110.47,35.35,5.23,Organic Search,Completed
ORD_11466,CUST_2066,2025-06-21 22:02:00,61.99,19.84,7.26,Google Ads,Completed
ORD_11467,CUST_2227,2025-06-03 07:50:00,77.03,24.65,5.22,Meta Ads,Completed
ORD_11468,CUST_1566,2025-02-21 22:23:00,123.93,39.66,7.56,Meta Ads,Completed
ORD_11469,CUST_1484,2025-05-03 18:42:00,143.96,46.07,9.17,Google Ads,Completed
ORD_11470,CUST_1381,2025-05-18 07:19:00,111.97,35.83,5.48,Meta Ads,Completed
ORD_11471,CUST_1946,2025-04-12 04:49:00,47.07,15.06,8.32,Meta Ads,Refunded
ORD_11472,CUST_1394,2025-01-25 01:18:00,109.5,35.04,4.62,TikTok Ads,Refunded
ORD_11473,CUST_1449,2025-05-07 14:07:00,112.76,36.08,6.38,Organic Search,Completed
ORD_11474,CUST_1447,2025-02-22 02:36:00,103.07,32.98,5.05,Meta Ads,Completed
ORD_11475,CUST_2404,2025-05-23 04:09:00,154.28,49.37,6.26,Meta Ads,Completed
ORD_11476,CUST_1417,2025-02-12 15:03:00,87.3,27.94,5.37,Meta Ads,Completed
ORD_11477,CUST_2110,2025-05-14 08:09:00,151.65,48.53,6.37,Google Ads,Completed
ORD_11478,CUST_2176,2025-05-15 13:45:00,151.24,48.4,6.59,Meta Ads,Completed
ORD_11479,CUST_2156,2025-01-19 19:17:00,114.16,36.53,6.0,Meta Ads,Completed
ORD_11480,CUST_2400,2025-04-09 12:46:00,96.07,30.74,7.78,Meta Ads,Completed
ORD_11481,CUST_2443,2025-04-13 14:52:00,103.33,33.07,9.09,TikTok Ads,Completed
ORD_11482,CUST_1007,2025-04-29 19:57:00,168.96,54.07,6.5,Google Ads,Completed
ORD_11483,CUST_1908,2025-04-05 08:50:00,132.94,42.54,5.46,Meta Ads,Completed
ORD_11484,CUST_1565,2025-02-22 08:30:00,49.91,15.97,5.85,Organic Search,Completed
ORD_11485,CUST_2047,2025-04-02 14:02:00,100.44,32.14,8.77,Organic Search,Completed
ORD_11486,CUST_1209,2025-05-01 16:23:00,55.16,17.65,7.36,TikTok Ads,Completed
ORD_11487,CUST_1053,2025-04-02 00:25:00,61.11,19.56,6.78,Meta Ads,Completed
ORD_11488,CUST_1919,2025-06-15 15:48:00,70.4,22.53,5.25,Meta Ads,Refunded
ORD_11489,CUST_1349,2025-06-06 09:55:00,40.34,12.91,6.75,Google Ads,Completed
ORD_11490,CUST_2432,2025-06-16 21:04:00,53.42,17.09,5.89,Organic Search,Refunded
ORD_11491,CUST_1220,2025-01-26 09:41:00,158.01,50.56,9.22,Meta Ads,Completed
ORD_11492,CUST_1016,2025-06-01 09:53:00,60.93,19.5,8.92,Meta Ads,Completed
ORD_11493,CUST_2236,2025-05-25 03:11:00,121.8,38.98,4.92,Google Ads,Completed
ORD_11494,CUST_1678,2025-05-29 04:02:00,90.86,29.08,7.08,Organic Search,Completed
ORD_11495,CUST_1104,2025-02-24 16:44:00,107.4,34.37,5.63,Meta Ads,Completed
ORD_11496,CUST_2363,2025-05-28 02:34:00,109.43,35.02,6.55,Google Ads,Completed
ORD_11497,CUST_1761,2025-03-19 12:16:00,52.26,16.72,8.88,Meta Ads,Completed
ORD_11498,CUST_1869,2025-01-16 10:50:00,121.49,38.88,7.14,Meta Ads,Completed
ORD_11499,CUST_1926,2025-05-23 01:37:00,44.61,14.28,6.17,Google Ads,Completed
ORD_11500,CUST_1566,2025-06-11 16:32:00,59.71,19.11,5.54,TikTok Ads,Completed
ORD_11501,CUST_2406,2025-05-01 07:28:00,108.73,34.79,8.5,Meta Ads,Completed
ORD_11502,CUST_2062,2025-05-07 18:06:00,50.57,16.18,7.62,Meta Ads,Completed
ORD_11503,CUST_1192,2025-06-09 21:40:00,28.46,9.11,6.84,Google Ads,Completed
ORD_11504,CUST_2356,2025-06-04 12:25:00,98.34,31.47,5.59,Email Retention,Completed
ORD_11505,CUST_2188,2025-01-27 04:04:00,36.66,11.73,6.17,TikTok Ads,Completed
ORD_11506,CUST_1766,2025-01-08 19:45:00,113.27,36.25,9.3,Organic Search,Completed
ORD_11507,CUST_1518,2025-04-28 07:14:00,72.79,23.29,7.1,Organic Search,Completed
ORD_11508,CUST_2230,2025-06-30 15:54:00,97.71,31.27,6.5,Google Ads,Completed
ORD_11509,CUST_1031,2025-02-14 16:06:00,96.9,31.01,7.11,Email Retention,Completed
ORD_11510,CUST_1445,2025-06-21 22:04:00,117.0,37.44,8.39,Google Ads,Completed
ORD_11511,CUST_1360,2025-05-27 01:07:00,110.14,35.24,6.2,Google Ads,Refunded
ORD_11512,CUST_1027,2025-05-17 00:42:00,50.34,16.11,5.39,Organic Search,Completed
ORD_11513,CUST_2080,2025-01-29 13:10:00,74.86,23.96,7.42,TikTok Ads,Completed
ORD_11514,CUST_1345,2025-01-15 12:32:00,97.66,31.25,7.83,Google Ads,Completed
ORD_11515,CUST_2272,2025-05-17 00:22:00,152.86,48.92,8.06,TikTok Ads,Completed
ORD_11516,CUST_2133,2025-03-21 14:11:00,110.58,35.39,8.91,Email Retention,Completed
ORD_11517,CUST_1759,2025-01-27 22:40:00,147.0,47.04,6.36,TikTok Ads,Completed
ORD_11518,CUST_2053,2025-01-15 00:50:00,99.96,31.99,4.88,TikTok Ads,Completed
ORD_11519,CUST_1038,2025-06-12 12:49:00,133.96,42.87,9.29,Meta Ads,Completed
ORD_11520,CUST_2371,2025-05-10 22:38:00,94.07,30.1,6.68,TikTok Ads,Completed
ORD_11521,CUST_1792,2025-02-15 02:18:00,131.54,42.09,7.62,Organic Search,Completed
ORD_11522,CUST_1432,2025-03-01 00:18:00,71.06,22.74,7.83,Meta Ads,Refunded
ORD_11523,CUST_1807,2025-04-24 07:06:00,160.64,51.4,7.23,Meta Ads,Completed
ORD_11524,CUST_1274,2025-05-11 03:27:00,104.97,33.59,5.53,Google Ads,Refunded
ORD_11525,CUST_1099,2025-04-12 14:35:00,40.49,12.96,8.28,Meta Ads,Completed
ORD_11526,CUST_1642,2025-05-15 11:46:00,99.12,31.72,8.52,Organic Search,Completed
ORD_11527,CUST_1354,2025-03-22 03:22:00,110.75,35.44,7.26,Google Ads,Completed
ORD_11528,CUST_1481,2025-01-28 15:36:00,123.34,39.47,6.94,TikTok Ads,Refunded
ORD_11529,CUST_1089,2025-03-12 00:36:00,185.2,59.26,5.07,Meta Ads,Completed
ORD_11530,CUST_2106,2025-05-20 06:38:00,65.83,21.07,4.92,TikTok Ads,Refunded
ORD_11531,CUST_2071,2025-03-08 22:16:00,185.76,59.44,6.2,Email Retention,Completed
ORD_11532,CUST_1200,2025-05-10 01:27:00,84.14,26.92,6.05,Meta Ads,Completed
ORD_11533,CUST_2013,2025-01-23 12:57:00,58.31,18.66,9.27,TikTok Ads,Completed
ORD_11534,CUST_1148,2025-01-21 21:29:00,66.51,21.28,8.42,Google Ads,Completed
ORD_11535,CUST_2081,2025-01-03 17:16:00,107.84,34.51,7.8,Meta Ads,Completed
ORD_11536,CUST_1294,2025-03-30 15:20:00,54.22,17.35,7.09,Google Ads,Completed
ORD_11537,CUST_1021,2025-03-25 07:08:00,71.63,22.92,5.34,Meta Ads,Completed
ORD_11538,CUST_1716,2025-03-10 07:29:00,98.03,31.37,9.39,Google Ads,Completed
ORD_11539,CUST_2315,2025-01-21 08:10:00,160.08,51.23,6.38,Meta Ads,Completed
ORD_11540,CUST_1690,2025-02-17 18:06:00,121.77,38.97,5.03,Google Ads,Completed
ORD_11541,CUST_1275,2025-03-12 13:14:00,85.7,27.42,6.97,Google Ads,Completed
ORD_11542,CUST_2035,2025-06-28 20:09:00,107.63,34.44,8.87,Meta Ads,Completed
ORD_11543,CUST_1189,2025-04-08 07:02:00,93.74,30.0,8.94,Google Ads,Completed
ORD_11544,CUST_1091,2025-04-21 05:33:00,46.72,14.95,4.55,Meta Ads,Refunded
ORD_11545,CUST_1039,2025-03-26 18:10:00,172.42,55.17,8.93,Meta Ads,Completed
ORD_11546,CUST_1174,2025-01-24 23:20:00,161.21,51.59,5.86,TikTok Ads,Completed
ORD_11547,CUST_1180,2025-06-19 00:08:00,81.16,25.97,4.69,Meta Ads,Completed
ORD_11548,CUST_1366,2025-04-17 19:15:00,67.63,21.64,8.74,Meta Ads,Completed
ORD_11549,CUST_2178,2025-03-13 17:16:00,47.26,15.12,8.82,Meta Ads,Completed
ORD_11550,CUST_2262,2025-01-04 20:38:00,110.61,35.4,7.48,Meta Ads,Completed
ORD_11551,CUST_1348,2025-05-17 07:28:00,110.93,35.5,7.37,Organic Search,Completed
ORD_11552,CUST_1116,2025-01-02 03:36:00,56.45,18.06,8.57,Email Retention,Completed
ORD_11553,CUST_2231,2025-01-04 21:29:00,94.23,30.15,8.43,TikTok Ads,Completed
ORD_11554,CUST_1275,2025-03-01 12:57:00,120.11,38.44,8.95,TikTok Ads,Completed
ORD_11555,CUST_1736,2025-04-04 23:21:00,65.48,20.95,7.26,Google Ads,Completed
ORD_11556,CUST_1051,2025-05-24 09:19:00,76.59,24.51,9.34,Google Ads,Completed
ORD_11557,CUST_1826,2025-03-31 23:39:00,76.25,24.4,9.48,Email Retention,Completed
ORD_11558,CUST_2038,2025-06-24 18:40:00,58.19,18.62,5.08,Google Ads,Completed
ORD_11559,CUST_1107,2025-01-26 16:20:00,77.31,24.74,8.75,Meta Ads,Completed
ORD_11560,CUST_1324,2025-04-08 16:41:00,37.03,11.85,7.0,Meta Ads,Completed
ORD_11561,CUST_1380,2025-02-21 22:53:00,74.43,23.82,6.44,Meta Ads,Refunded
ORD_11562,CUST_1825,2025-04-30 08:08:00,74.96,23.99,7.57,Organic Search,Completed
ORD_11563,CUST_1641,2025-03-09 07:22:00,81.62,26.12,4.78,Meta Ads,Refunded
ORD_11564,CUST_1177,2025-06-25 18:11:00,104.06,33.3,7.03,Email Retention,Completed
ORD_11565,CUST_1528,2025-03-28 18:26:00,45.36,14.52,8.85,Google Ads,Completed
ORD_11566,CUST_1582,2025-06-27 12:44:00,49.65,15.89,5.57,Google Ads,Completed
ORD_11567,CUST_1361,2025-04-26 05:18:00,57.48,18.39,6.63,Google Ads,Refunded
ORD_11568,CUST_2066,2025-05-23 05:45:00,43.01,13.76,9.2,TikTok Ads,Completed
ORD_11569,CUST_1661,2025-04-05 21:47:00,109.33,34.99,6.64,Meta Ads,Completed
ORD_11570,CUST_1725,2025-03-30 22:51:00,64.14,20.52,6.29,Email Retention,Completed
ORD_11571,CUST_1312,2025-04-12 15:25:00,82.78,26.49,6.7,Email Retention,Completed
ORD_11572,CUST_1874,2025-01-23 21:56:00,55.14,17.64,7.1,TikTok Ads,Completed
ORD_11573,CUST_2485,2025-05-18 11:08:00,70.78,22.65,7.66,Meta Ads,Completed
ORD_11574,CUST_2223,2025-06-26 22:58:00,96.26,30.8,8.5,TikTok Ads,Completed
ORD_11575,CUST_2442,2025-05-29 02:15:00,98.35,31.47,6.76,Meta Ads,Completed
ORD_11576,CUST_1360,2025-02-03 20:22:00,50.69,16.22,8.59,Email Retention,Completed
ORD_11577,CUST_1422,2025-06-30 07:32:00,80.9,25.89,7.17,Google Ads,Completed
ORD_11578,CUST_1831,2025-05-31 20:45:00,55.59,17.79,6.19,Google Ads,Refunded
ORD_11579,CUST_1168,2025-06-02 15:45:00,79.54,25.45,7.79,Google Ads,Completed
ORD_11580,CUST_1980,2025-03-07 08:47:00,61.63,19.72,8.09,Google Ads,Completed
ORD_11581,CUST_2458,2025-01-21 14:08:00,177.31,56.74,7.29,Google Ads,Completed
ORD_11582,CUST_1005,2025-05-06 17:15:00,119.8,38.34,4.78,Meta Ads,Completed
ORD_11583,CUST_1619,2025-03-13 08:33:00,100.26,32.08,5.35,Google Ads,Completed
ORD_11584,CUST_1884,2025-03-31 11:38:00,73.62,23.56,5.93,Google Ads,Completed
ORD_11585,CUST_2264,2025-02-01 20:31:00,121.34,38.83,5.91,TikTok Ads,Completed
ORD_11586,CUST_1205,2025-04-30 11:51:00,81.98,26.23,7.87,Google Ads,Completed
ORD_11587,CUST_2219,2025-05-29 13:30:00,169.21,54.15,4.59,Email Retention,Completed
ORD_11588,CUST_2442,2025-05-05 22:46:00,126.69,40.54,8.28,Email Retention,Completed
ORD_11589,CUST_1455,2025-05-23 13:30:00,70.54,22.57,5.83,Google Ads,Completed
ORD_11590,CUST_1754,2025-05-06 17:29:00,160.61,51.4,6.05,Organic Search,Completed
ORD_11591,CUST_1537,2025-06-14 02:43:00,73.79,23.61,7.14,Email Retention,Completed
ORD_11592,CUST_1183,2025-04-21 09:35:00,181.93,58.22,5.58,Google Ads,Completed
ORD_11593,CUST_1821,2025-05-26 10:20:00,164.41,52.61,8.92,Meta Ads,Completed
ORD_11594,CUST_2230,2025-05-06 14:51:00,96.03,30.73,4.93,TikTok Ads,Completed
ORD_11595,CUST_2379,2025-04-27 11:32:00,37.75,12.08,6.72,Meta Ads,Completed
ORD_11596,CUST_2277,2025-03-01 15:41:00,92.71,29.67,8.75,Organic Search,Completed
ORD_11597,CUST_1483,2025-01-30 06:07:00,48.15,15.41,7.58,Meta Ads,Completed
ORD_11598,CUST_2197,2025-05-20 13:12:00,62.51,20.0,5.96,TikTok Ads,Completed
ORD_11599,CUST_1891,2025-01-20 06:14:00,64.73,20.71,6.6,Meta Ads,Completed
ORD_11600,CUST_1865,2025-05-15 21:18:00,47.95,15.34,8.03,Google Ads,Refunded
ORD_11601,CUST_1493,2025-04-14 05:21:00,92.87,29.72,9.37,Meta Ads,Completed
ORD_11602,CUST_1325,2025-01-10 05:18:00,59.06,18.9,8.97,Meta Ads,Completed
ORD_11603,CUST_2092,2025-01-23 21:16:00,75.35,24.11,6.21,Meta Ads,Refunded
ORD_11604,CUST_2016,2025-02-03 03:13:00,64.99,20.8,9.49,Google Ads,Completed
ORD_11605,CUST_1813,2025-03-22 02:26:00,104.26,33.36,4.52,TikTok Ads,Completed
ORD_11606,CUST_2394,2025-03-16 17:00:00,100.91,32.29,4.64,Meta Ads,Completed
ORD_11607,CUST_1408,2025-05-01 00:42:00,72.59,23.23,8.62,Google Ads,Completed
ORD_11608,CUST_2017,2025-06-14 22:02:00,106.56,34.1,5.5,Google Ads,Completed
ORD_11609,CUST_2346,2025-02-23 04:24:00,141.42,45.25,4.8,Meta Ads,Completed
ORD_11610,CUST_2331,2025-03-04 17:09:00,26.18,8.38,5.69,TikTok Ads,Completed
ORD_11611,CUST_1747,2025-01-05 22:41:00,63.26,20.24,6.63,Google Ads,Completed
ORD_11612,CUST_1294,2025-01-13 04:25:00,52.59,16.83,8.15,Google Ads,Completed
ORD_11613,CUST_1120,2025-04-03 01:52:00,60.62,19.4,7.62,Google Ads,Completed
ORD_11614,CUST_1208,2025-01-31 12:17:00,23.57,7.54,5.69,Meta Ads,Completed
ORD_11615,CUST_1839,2025-02-03 17:56:00,25.58,8.19,7.02,Meta Ads,Completed
ORD_11616,CUST_2459,2025-03-16 22:14:00,16.06,5.14,9.13,Meta Ads,Completed
ORD_11617,CUST_1164,2025-06-08 07:22:00,66.03,21.13,8.58,Meta Ads,Completed
ORD_11618,CUST_1080,2025-04-02 12:17:00,65.15,20.85,6.12,Google Ads,Completed
ORD_11619,CUST_1727,2025-04-11 16:18:00,150.38,48.12,9.41,TikTok Ads,Completed
ORD_11620,CUST_2173,2025-05-03 00:14:00,89.61,28.68,8.04,TikTok Ads,Completed
ORD_11621,CUST_1339,2025-03-11 03:59:00,25.41,8.13,4.81,Meta Ads,Completed
ORD_11622,CUST_1160,2025-06-08 14:24:00,105.35,33.71,4.68,Meta Ads,Completed
ORD_11623,CUST_1205,2025-01-13 15:53:00,347.84,111.31,5.34,Meta Ads,Completed
ORD_11624,CUST_1781,2025-06-12 01:31:00,26.23,8.39,8.14,Google Ads,Refunded
ORD_11625,CUST_2177,2025-06-10 22:54:00,170.49,54.56,5.42,Organic Search,Completed
ORD_11626,CUST_2056,2025-04-15 12:26:00,82.24,26.32,7.06,Meta Ads,Completed
ORD_11627,CUST_1494,2025-05-08 16:47:00,68.56,21.94,4.97,Google Ads,Completed
ORD_11628,CUST_1992,2025-01-27 22:45:00,63.73,20.39,9.1,Google Ads,Completed
ORD_11629,CUST_1720,2025-04-12 01:04:00,97.48,31.19,6.22,Meta Ads,Completed
ORD_11630,CUST_1256,2025-03-09 10:20:00,68.83,22.03,9.04,Meta Ads,Completed
ORD_11631,CUST_1497,2025-06-13 18:20:00,47.27,15.13,9.22,Meta Ads,Completed
ORD_11632,CUST_1106,2025-03-15 19:25:00,64.86,20.76,4.53,Meta Ads,Completed
ORD_11633,CUST_1497,2025-06-06 08:02:00,98.72,31.59,6.82,Meta Ads,Completed
ORD_11634,CUST_2240,2025-05-22 14:56:00,113.57,36.34,4.62,TikTok Ads,Completed
ORD_11635,CUST_1999,2025-01-26 03:46:00,178.34,57.07,9.04,Organic Search,Completed
ORD_11636,CUST_1459,2025-06-29 23:42:00,87.87,28.12,7.09,Google Ads,Completed
